dist;dist_km;indus_av;indus_stdev;count;10%quant;25%quant;50%quant;75%quant;90%quant
95000;95;0.009368;0.007598;232;0.001554;0.003779;0.007065;0.012533;0.019897
95100;95,1;0.009313;0.007559;232;0.001519;0.003768;0.007017;0.012406;0.020102
95200;95,2;0.009244;0.007522;232;0.001544;0.003530;0.006916;0.012278;0.019925
95300;95,3;0.009210;0.007511;232;0.001482;0.003663;0.006894;0.012333;0.020051
95400;95,4;0.009223;0.007508;231;0.001663;0.003682;0.006955;0.012317;0.020105
95500;95,5;0.009246;0.007519;230;0.001563;0.003674;0.006959;0.012363;0.019974
95600;95,6;0.009225;0.007539;231;0.001647;0.003676;0.006941;0.012490;0.020263
95700;95,7;0.009255;0.007557;230;0.001664;0.003662;0.006858;0.012759;0.020503
95800;95,8;0.009254;0.007558;229;0.001540;0.003583;0.007087;0.012594;0.020541
95900;95,9;0.009221;0.007541;230;0.001773;0.003573;0.007131;0.012448;0.019911
96000;96;0.009187;0.007539;230;0.001761;0.003479;0.007170;0.012662;0.019615
96100;96,1;0.009188;0.007546;229;0.001717;0.003474;0.007395;0.012558;0.019319
96200;96,2;0.009193;0.007539;228;0.001583;0.003544;0.007268;0.012238;0.019023
96300;96,3;0.009166;0.007493;228;0.001745;0.003539;0.007314;0.012373;0.018726
96400;96,4;0.009123;0.007416;228;0.001703;0.003432;0.006999;0.012219;0.018486
96500;96,5;0.009080;0.007339;228;0.001687;0.003308;0.006997;0.012143;0.017894
96600;96,6;0.009051;0.007278;228;0.001528;0.003462;0.007042;0.012130;0.017415
96700;96,7;0.009032;0.007234;228;0.001535;0.003658;0.007105;0.012123;0.017345
96800;96,8;0.009028;0.007218;228;0.001499;0.003736;0.007049;0.012116;0.017768
96900;96,9;0.009022;0.007214;228;0.001417;0.003875;0.007363;0.012109;0.018229
97000;97;0.009005;0.007214;228;0.001463;0.003829;0.007406;0.012156;0.018451
97100;97,1;0.008972;0.007168;228;0.001500;0.003769;0.007354;0.012178;0.018456
97200;97,2;0.008953;0.007127;228;0.001404;0.003910;0.006988;0.012137;0.018461
97300;97,3;0.008961;0.007065;227;0.001437;0.003893;0.006987;0.012223;0.018329
97400;97,4;0.008933;0.006993;227;0.001461;0.003845;0.006990;0.012291;0.018080
97500;97,5;0.008895;0.006892;227;0.001528;0.003701;0.007097;0.012239;0.017902
97600;97,6;0.008856;0.006812;227;0.001675;0.003906;0.007066;0.012245;0.017931
97700;97,7;0.008824;0.006751;227;0.001671;0.003906;0.007254;0.012056;0.017659
97800;97,8;0.008810;0.006708;227;0.001644;0.003869;0.007176;0.012080;0.017261
97900;97,9;0.008799;0.006679;227;0.001725;0.003991;0.007280;0.012312;0.017598
98000;98;0.008786;0.006650;227;0.001779;0.003994;0.007019;0.012206;0.017553
98100;98,1;0.008774;0.006636;227;0.001756;0.003954;0.007117;0.012156;0.017571
98200;98,2;0.008767;0.006655;227;0.001787;0.003915;0.007110;0.011796;0.017411
98300;98,3;0.008771;0.006714;227;0.001777;0.003988;0.007115;0.012085;0.017115
98400;98,4;0.008779;0.006772;227;0.001766;0.004011;0.007169;0.012330;0.017369
98500;98,5;0.008768;0.006810;227;0.001756;0.003939;0.007096;0.012215;0.017646
98600;98,6;0.008757;0.006846;227;0.001745;0.003818;0.007068;0.011993;0.017877
98700;98,7;0.008740;0.006896;227;0.001734;0.003815;0.007071;0.011609;0.018130
98800;98,8;0.008766;0.006962;226;0.001718;0.003851;0.006957;0.011227;0.018289
98900;98,9;0.008738;0.007029;226;0.001580;0.003835;0.006777;0.011455;0.018320
99000;99;0.008765;0.007041;225;0.001638;0.003858;0.006738;0.011724;0.018049
99100;99,1;0.008769;0.007037;225;0.001544;0.003767;0.006629;0.012231;0.017697
99200;99,2;0.008804;0.007065;223;0.001481;0.003791;0.006581;0.012657;0.017383
99300;99,3;0.008733;0.007064;224;0.001477;0.003611;0.006587;0.012532;0.017309
99400;99,4;0.008668;0.007024;224;0.001419;0.003616;0.006524;0.012395;0.017250
99500;99,5;0.008641;0.007000;223;0.001453;0.003522;0.006741;0.012247;0.017136
99600;99,6;0.008593;0.006944;223;0.001496;0.003346;0.006765;0.012102;0.017053
99700;99,7;0.008553;0.006887;223;0.001517;0.003418;0.006866;0.012156;0.016851
99800;99,8;0.008557;0.006831;222;0.001638;0.003365;0.006826;0.011983;0.016843
99900;99,9;0.008478;0.006761;223;0.001526;0.003323;0.006971;0.011810;0.017006
100000;100;0.008455;0.006692;222;0.001600;0.003288;0.006722;0.011637;0.016846
