"dist_km","country_2","mean_diff"
1,"SE",3.46944695195361e-18
1,"SI",0
1,"SK",2.60208521396521e-18
1,"TR",-1.90733987449095e-18
1,"UK",-2.96450718352444e-18
1,"XK",0
1.1,"AL",5.20417042793042e-18
1.1,"AT",-4.62649395790299e-18
1.1,"BA",2.77623518792069e-18
1.1,"BE",-1.26408116928424e-18
1.1,"BG",-1.63586974848548e-18
1.1,"CH",-4.85620929319835e-18
1.1,"CY",-6.93889390390723e-18
1.1,"CZ",-2.31522338916175e-18
1.1,"DE",2.38524477946811e-18
1.1,"DK",0
1.1,"EE",0
1.1,"EL",-4.62522340848211e-18
1.1,"ES",-1.0362577870327e-18
1.1,"FI",-2.9738116731031e-18
1.1,"FR",3.85753091482333e-18
1.1,"HR",-6.93889390390723e-18
1.1,"HU",-1.4583232510833e-18
1.1,"IE",2.77420230884728e-18
1.1,"IS",0
1.1,"IT",-2.57699690476558e-19
1.1,"LT",-3.46944695195361e-18
1.1,"LU",0
1.1,"LV",1.73472347597681e-18
1.1,"ME",0
1.1,"MK",1.73472347597681e-18
1.1,"MT",0
1.1,"NL",0
1.1,"NO",5.78128220932635e-18
1.1,"PL",3.34341429100871e-18
1.1,"PT",-5.20417042793042e-18
1.1,"RO",3.17276761194246e-18
1.1,"RS",-3.46944695195361e-18
1.1,"SE",4.62536458063998e-18
1.1,"SI",1.38777878078145e-17
1.1,"SK",2.60208521396521e-18
1.1,"TR",2.5456237809285e-18
1.1,"UK",6.79583544570926e-18
1.1,"XK",-4.62592926927149e-18
1.2,"AL",-3.46944695195361e-18
1.2,"AT",-2.31352932326725e-18
1.2,"BA",-5.55145393630468e-18
1.2,"BE",-3.78207911248566e-18
1.2,"BG",5.71179229067317e-18
1.2,"CH",-5.55162334289414e-18
1.2,"CY",0
1.2,"CZ",-5.08445643805181e-18
1.2,"DE",-5.48940877291831e-18
1.2,"DK",1.38777878078145e-17
1.2,"EE",2.31183525737274e-18
1.2,"EL",-9.25254087063937e-18
1.2,"ES",-3.41059556690603e-18
1.2,"FI",-9.89818501220025e-19
1.2,"FR",-1.01823565476199e-18
1.2,"HR",-9.92238595355037e-19
1.2,"HU",6.93889390390723e-18
1.2,"IE",2.77420230884728e-18
1.2,"IS",0
1.2,"IT",2.0686964666085e-18
1.2,"LT",0
1.2,"LU",0
1.2,"LV",-6.93889390390723e-18
1.2,"ME",0
1.2,"MK",-1.73472347597681e-18
1.2,"MT",0
1.2,"NL",3.17516350513612e-18
1.2,"NO",-5.78128220932635e-18
1.2,"PL",-3.34236280183281e-18
1.2,"PT",6.93889390390723e-18
1.2,"RO",3.17276761194246e-18
1.2,"RS",5.94689731796569e-18
1.2,"SE",-9.25242322717447e-18
1.2,"SI",1.38777878078145e-17
1.2,"SK",6.07153216591882e-18
1.2,"TR",-1.20587622632451e-17
1.2,"UK",1.033336942904e-17
1.2,"XK",-4.62536458063998e-18
1.3,"AL",3.46944695195361e-18
1.3,"AT",-4.62536458063998e-18
1.3,"BA",-5.55145393630468e-18
1.3,"BE",3.7826951364473e-18
1.3,"BG",5.71179229067317e-18
1.3,"CH",0
1.3,"CY",1.38777878078145e-17
