Column1;country;fua_code;fua_name;perimeter;area;Pop2018;Type;Rescaling_factors_2018;Kfact_exp0_2018;Kfact_exp01_2018;Kfact_exp02_2018;Kfact_exp03_2018;Kfact_exp04_2018;Kfact_exp06_2018;Kfact_exp07_2018;Kfact_exp08_2018;Kfact_exp09_2018;Kfact_exp1_2018;geom
358;ES;ES044L1;Pontevedra;169618,3659;516501987,5;137719;0;9,4508521;1;1,567090917;2,455773941;3,848421036;6,030825648;14,81034447;23,20915629;36,370858;56,9964412;89,31860528;c(-717457.24889297, 5059382.94545101)
359;ES;ES529L1;Ourense;181213,1235;651499372,8;148098;0;9,11367;1;1,555745882;2,420345248;3,765442152;5,85807112;14,1785546;22,05822792;34,31699725;53,38852714;83,05898122;c(-653116.3711618, 5048740.21059727)
360;ES;ES026L2;Coruña (A);235060,3018;760772279,4;400350;0;5,5430396;1;1,40847647;1,983805967;2,794144025;3,935486113;7,807240832;10,99631501;15,48805094;21,81455532;30,72528787;c(-689994.770202161, 5162660.00955113)
361;ES;ES043L1;Ferrol;192878,3223;470375296,6;145704;0;9,1882364;1;1,558283356;2,428247016;3,783896909;5,896383572;14,31787582;22,31130757;34,76733923;54,17736604;84,42368775;c(-675833.797694904, 5175057.84035872)
362;ES;ES031L1;Lugo;261603,4569;1341234287;120274;0;10,1130469;1;1,588460442;2,523206575;4,008013832;6,366571422;16,06417488;25,51730632;40,53323167;64,38543509;102,2737167;c(-623263.013997309, 5122990.58676196)
363;ES;ES057L1;Ponferrada;162813,5787;623589515,2;84945;0;12,0336946;1;1,644673888;2,704952197;4,448764247;7,31676639;19,79150333;32,55056872;53,53507041;88,04773239;144,8098063;c(-546220.941412153, 5071890.13927369)
364;ES;ES523L1;León;218497,9748;1190058380;209851;0;7,6561842;1;1,502458465;2,25738144;3,391621855;5,095770968;11,50309881;17,28292818;25,96688175;39,01416131;58,61715694;c(-461734.720672268, 5077617.47309786)
365;ES;ES039L1;Avilés;85067,994;191254904,6;121262;0;10,0717638;1;1,587161451;2,51908147;3,998189;6,345771453;15,98551528;25,37159362;40,26881533;63,91311135;101,4404265;c(-485760.324181311, 5182836.18609737)
366;ES;ES510L1;Donostia-San Sebastián;133072,6219;334394292,1;333766;0;6,0708129;1;1,434330951;2,057305276;2,950856633;4,232505;8,707554867;12,48951545;17,91409857;25,69474604;36,85476951;c(-163279.093079634, 5157176.56295497)
367;ES;ES070L1;Irun;45100,77032;72406712,5;77116;0;12,629776;1;1,6606539;2,757771377;4,579703794;7,605302969;20,97368684;34,83003486;57,84063325;96,05327321;159,5112428;c(-147060.932078437, 5158952.66783525)
368;ES;ES033L1;Girona;163958,6892;397269162,3;178579;0;8,2995148;1;1,526899809;2,331423026;3,559849372;5,435533325;12,67252755;19,34967989;29,54502252;45,11228924;68,88194581;c(235425.276000522, 5009830.2325918)
369;ES;ES050L1;Manresa;167620,7372;297197852,8;126099;0;9,8767048;1;1,580965581;2,499452169;3,95154785;6,247261143;15,61473041;24,68635134;39,02827179;61,70235439;97,54929857;c(152649.941199765, 4981066.21118824)
370;ES;ES552L1;Igualada;124306,427;252835161,2;75315;0;12,7798912;1;1,664582909;2,770836262;4,612286686;7,67753359;21,27318847;35,41098596;58,94452203;98,11804396;163,3256191;c(135359.973339313, 4965086.43560232)
371;ES;ES528L1;Lleida;218788,3733;706397179,9;185707;0;8,138676;1;1,520935343;2,313244317;3,518295038;5,351099269;12,37839997;18,826746;28,63426338;43,55086319;66,23804703;c(52424.4653845722, 4969066.57390255)
372;ES;ES525L1;Tarragona;141905,7046;217381928,8;214497;0;7,5728139;1;1,499171982;2,247516632;3,369413963;5,05133101;11,35295046;17,02002524;25,51594497;38,25278979;57,34751069;c(105396.680289314, 4913895.08735456)
373;ES;ES028L1;Reus;86945,54173;115438115,9;118853;0;10,1733227;1;1,590349455;2,52921139;4,022329958;6,396910258;16,17913829;25,73048377;40,92046084;65,07783262;103,4964957;c(93163.5653549955, 4918136.77483088)
374;ES;ES520L1;Castellón/Castelló;118252,7085;327668589,6;229383;0;7,3229705;1;1,489146608;2,217557619;3,302268406;4,917561795;10,90497663;16,23910895;24,182414;36,01115978;53,62589643;c(-3227.65777272845, 4787843.17018641)
375;ES;ES547L1;Sagunto;107541,5243;155439700,6;78499;0;12,5180256;1;1,657704693;2,747984848;4,555347379;7,551420727;20,75118974;34,39934462;57,023955;94,52887781;156,7009643;c(-23725.654393026, 4753603.01631738)
376;ES;ES543L1;Eivissa;211596,463;596442764;134672;0;9,5571685;1;1,570600923;2,46678726;3,874338347;6,085039384;15,01049763;23,57550143;37,0277043;58,15574656;91,33946923;c(123330.137846602, 4666875.15117164)
377;ES;ES046L1;Gandia;91425,70493;174169244,9;107226;0;10,7106997;1;1,606806459;2,581826997;4,148496294;6,66583064;17,2100215;27,65317371;44,43329813;71,39571042;114,7190887;c(-15413.4448916242, 4673553.8580811)
378;ES;ES537L1;Alcoy;97304,98694;206296146,8;70669;0;13,1932996;1;1,675215508;2,806346998;4,701236012;7,875583475;22,10162004;37,02497665;62,02481507;103,9049321;174,0631536;c(-40678.6807591483, 4643320.54728772)
379;ES;ES054L1;Benidorm;81042,91101;207453346,5;143553;0;9,2568188;1;1,560602693;2,435480766;3,800817842;5,931566561;14,44621627;22,54480402;35,18348187;54,90743656;85,68869337;c(-11072.730348258, 4625504.12215234)
380;ES;ES505L1;Elche/Elx;87923,40215;388307425,5;261896;0;6,8533587;1;1,469537567;2,159540661;3,173526129;4,663615867;10,07126809;14,80010681;21,74931295;31,96143244;46,96852567;c(-60294.5969425362, 4594606.48137253)
381;ES;ES035L1;Torrevieja;49989,88271;88811462,35;82976;0;12,1756358;1;1,648535599;2,717669621;4,480175116;7,385728167;20,07196907;33,08935555;54,54898056;89,92593633;148,2461073;c(-59087.5705829466, 4562122.96856815)
382;ES;ES506L1;Cartagena;210708,1066;610796437,9;233360;0;7,260302;1;1,486589078;2,209947087;3,285283203;4,883866128;10,79308572;16,04488335;23,85214835;35,45834323;52,71198577;c(-85499.9207498358, 4519293.10707416)
383;ES;ES545L1;Lorca;226719,8833;1821110039;108129;0;10,6658827;1;1,605459523;2,577500281;4,138072374;6,643507701;17,12364297;27,49131568;44,13619457;70,8588739;113,7610539;c(-147339.43695556, 4528060.73793195)
384;ES;ES514L1;Almería;114698,8793;405852762,3;222648;0;7,4329036;1;1,49359104;2,230814194;3,33192409;4,976531966;11,10171814;16,58142675;24,76587041;36,99008213;55,24805523;c(-215390.371394481, 4433243.11370868)
385;ES;ES501L3;Granada;262868,6618;1625858884;565561;0;4,6636738;1;1,360647519;1,85136167;2,519050662;3,427540032;6,345616238;8,634146988;11,74803067;15,98492878;21,74985369;c(-313210.754019257, 4471193.28264676)
386;ES;ES527L1;Jaén;208165,0494;999006341,8;157922;0;8,8256475;1;1,545785808;2,389453765;3,69358372;5,709489297;13,6425607;21,08847672;32,59826804;50,38994011;77,89205431;c(-328343.601058669, 4538037.41840559)
387;ES;ES544L1;Linares;105952,4585;258153826,9;60122;0;14,303792;1;1,702512218;2,898547854;4,934813138;8,401579663;24,3523807;41,4602257;70,58654083;120,1744482;204,5984665;c(-314066.926930627, 4575244.98372927)
388;ES;ES053L1;Ciudad Real;169755,5639;962532127,3;105244;0;10,8110836;1;1,609807123;2,591478974;4,171781312;6,715763272;17,40375931;28,01669571;45,10147632;72,60467785;116,8795276;c(-336688.766651598, 4675627.52969663)
389;ES;ES519L1;Albacete;317654,8355;2451325400;192005;0;8,0040838;1;1,515871282;2,297865745;3,483268694;5,280186982;12,13316079;18,39231001;27,88037457;42,26305915;64,06535767;c(-159032.878025398, 4676887.36861256)
390;ES;ES542L1;Cuenca;501306,3672;1645088195;60103;0;14,3060527;1;1,702566031;2,898731091;4,93528109;8,402641938;24,35699943;41,46939986;70,60439154;120,2086387;204,6631449;c(-180787.820735966, 4798106.84762273)
391;ES;ES048L1;Guadalajara;175580,4567;454997871,8;118039;0;10,2083402;1;1,591442776;2,532690109;4,030631378;6,41451919;16,24598931;25,85456233;41,14605644;65,48159428;104,2102102;c(-267427.829370975, 4860107.61029183)
392;ES;ES515L1;Burgos;344951,1887;1493623771;199922;0;7,8440003;1;1,509758629;2,279371119;3,441300216;5,195532696;11,84254717;17,87938779;26,99356;40,75376014;61,52834105;c(-307449.415808517, 5049310.43930335)
393;ES;ES041L1;Palencia;108066,9877;283868175,4;96925;0;11,2654875;1;1,623117643;2,634510882;4,276121092;6,940647586;18,28521159;29,67904953;48,17258891;78,18977896;126,9112097;c(-377687.195265626, 5012930.24916667)
394;ES;ES059L1;Zamora;176732,061;341872350,9;68624;0;13,3884371;1;1,680141954;2,822876985;4,742834053;7,968634472;22,49447485;37,79391093;63,49913535;106,6875613;179,2502477;c(-481220.171847094, 4956797.83692322)
395;ES;ES516L1;Salamanca;256028,5435;456358016,8;200336;0;7,8358912;1;1,509446343;2,278428262;3,439165208;5,191235345;11,82785732;17,85351598;26,94892441;40,67795539;61,401191;c(-476700.7328336, 4897021.41614125)
396;ES;ES538L1;Ávila;249118,0502;536376561,2;60723;0;14,2328308;1;1,700819621;2,892787384;4,920109543;8,368218849;24,20747791;41,17255342;70,02708671;119,1034431;202,573473;c(-396743.076947318, 4862680.41011628)
397;ES;ES040L1;Talavera de la Reina;231233,3997;831678721,7;99936;0;11,0944791;1;1,618159708;2,618440841;4,237055466;6,856232436;17,95263902;29,05023712;47,00792321;76,0663273;123,087466;c(-410608.465635584, 4784744.27904664)
398;ES;ES034L1;Cáceres;312877,2393;2382194619;118153;0;10,2034143;1;1,591289159;2,532201187;4,029464297;6,412042852;16,23658252;25,83709774;41,11429353;65,42472958;104,1096629;c(-543740.651305775, 4730570.13061759)
399;ES;ES546L1;Mérida;262969,6761;1282930263;85158;0;12,0186357;1;1,644262053;2,703597698;4,445423102;7,309440515;19,76178655;32,49355573;53,42792064;87,84950247;144,4476033;c(-544207.700015867, 4667945.50367677)
400;ES;ES521L1;Huelva;225233,3315;974175530,2;230097;0;7,3115999;1;1,488683873;2,216179674;3,299190941;4,911452348;10,88466087;16,2038191;24,12236417;35,91057452;53,45949317;c(-604504.307858605, 4480496.66688054)
401;ES;ES508L1;Jerez de la Frontera;295564,9904;1258098115;220975;0;7,4609877;1;1,494718002;2,234181906;3,339471914;4,991568787;11,15207266;16,66920377;24,91575896;37,24203344;55,66633782;c(-536440.291682462, 4415340.81707883)
402;ES;ES522L1;Cádiz;161485,2603;248332341,4;253810;0;6,9616716;1;1,474153495;2,173128527;3,203525013;4,722487594;10,26257251;15,12860713;22,30188908;32,87640773;48,46487136;c(-550657.702210196, 4397917.49103206)
403;ES;ES532L1;Algeciras;122318,0255;423628376;143605;0;9,2551426;1;1,560546174;2,435304361;3,800404902;5,930707329;14,44307742;22,53908921;35,17328943;54,88954224;85,65766512;c(-478214.727323093, 4352631.41754352)
404;ES;ES533L1;Marbella;154177,013;692240869,8;315732;0;6,241782;1;1,442320311;2,080287879;3,00044146;4,327597658;9,002648952;12,98470343;18,72810149;27,01192116;38,95984252;c(-427518.864713152, 4395740.43874008)
405;FR;FR519L1;Cannes;107820,4112;201338519,4;176622;0;8,3453681;1;1,528583261;2,336566786;3,571636878;5,459544347;12,75658999;19,49950993;29,80662448;45,56190726;69,64516878;c(575239.445651076, 5182359.9236085)
406;IT;IT052L1;Savona;125886,9206;286612051,7;96892;0;11,2674058;1;1,623172915;2,634690313;4,276557955;6,941593043;18,28894794;29,68612495;48,18571397;78,21374582;126,9544338;c(690185.278632718, 5264945.82925116)
407;IT;IT045L2;Asti;150309,6368;548347381,1;115012;0;10,3418044;1;1,595582498;2,545883507;4,062167164;6,48152283;16,50120207;26,32902922;42,0101382;67,03064123;106,952918;c(663441.472443211, 5329344.97112939)
408;IT;IT518L1;Alessandria;211509,9556;768981279,1;135194;0;9,5387;1;1,569993439;2,464879399;3,869844485;6,075630453;14,97569634;23,511745;36,9132854;57,9536159;90,98679675;c(696530.162700367, 5330793.06165122)
409;IT;IT046L2;Pavia;209079,2463;361307697,5;138126;0;9,436918;1;1,566628546;2,454325003;3,845015612;6,023711219;14,78414505;23,16126368;36,28509685;56,84526853;89,05542041;c(738354.500613837, 5360283.35546869)
410;IT;IT516L2;Novara;202040,5621;541868032,8;161607;0;8,7244451;1;1,542224374;2,378456019;3,668112843;5,657053032;13,45505183;20,75070888;32,00224901;49,35464843;76,11594176;c(692968.381019102, 5388545.55674234)
411;IT;IT068L1;Gallarate;41842,17232;53015622,07;101962;0;10,9837016;1;1,614915284;2,607951374;4,211620533;6,801410368;17,73774751;28,64495956;46,259183;74,70466164;120,6416998;c(705055.70094521, 5411713.39904392)
412;IT;IT043L2;Varese;106434,5429;236759922,5;195803;0;7,9260759;1;1,512904955;2,288881402;3,462860014;5,238978073;11,99139948;18,14184768;27,44689125;41,52453776;62,82267892;c(706250.037134814, 5428807.90947158)
413;CH;CH009L2;Lugano;138155,7523;306855629,4;152087;0;8,9933573;1;1,551616431;2,40751355;3,735537582;5,796121491;13,95424103;21,65162966;33,59502434;52,12659178;80,88047631;c(714939.053484059, 5448738.38198848)
414;IT;IT060L1;Lecco;145435,9417;302021979,1;138804;0;9,413842;1;1,565861626;2,451922632;3,83937156;6,011924594;14,74077398;23,08201231;36,14323733;56,59530837;88,6204216;c(751504.410542814, 5432813.88406384)
415;IT;IT511L2;Bergamo;101701,532;185797361;315621;0;6,2428795;1;1,442371027;2,08043418;3,000757986;4,328206379;9,004548491;12,98789986;18,73337046;27,0204708;38,97354422;c(774881.326270955, 5415432.01994115)
416;IT;IT033L2;Piacenza;224540,1395;942688511,3;201673;0;7,8098738;1;1,508442651;2,275399231;3,432309247;5,17744166;11,78074677;17,77058089;26,80590214;40,43516608;60,99412911;c(782438.405303596, 5345885.26083506)
417;IT;IT503L3;Parma;259589,2212;1133637813;339565;0;6,0187518;1;1,431862408;2,050229956;2,935647202;4,203442872;8,618024495;12,33982531;17,66893198;25,2994795;36,22537364;c(836017.937724855, 5318642.15923458)
418;IT;IT505L3;Reggio nell'Emilia;178841,407;691145707,4;285806;0;6,5604288;1;1,456754758;2,122134424;3,091429419;4,503454514;9,556935853;13,92211177;20,28110256;29,54459265;43,03922591;c(861443.495557728, 5307382.55248989)
419;IT;IT066L1;Carpi;98325,40106;205987814,2;86833;0;11,902152;1;1,641062414;2,693085847;4,419521961;7,252711379;19,53217437;32,05351722;52,60182234;86,32287356;141,6612233;c(881258.611701702, 5316597.69540186)
420;IT;IT507L2;Ferrara;204625,0663;915008216,5;200937;0;7,8241639;1;1,508994261;2,277063678;3,436076022;5,185018996;11,80661843;17,81611944;26,88442199;40,56843848;61,21754082;c(940259.537773748, 5322957.33685219)
421;IT;IT509L3;Siracusa;160585,4934;341636804,9;183177;0;8,194688;1;1,523023081;2,319599307;3,532803284;5,380540944;12,48069904;19,00839272;28,95022085;44,09185457;67,15291221;c(1332435.44053824, 4458197.58546376)
422;IT;IT523L1;Ragusa;197959,3227;529018057,9;87214;0;11,8761259;1;1,640344092;2,69072874;4,413720993;7,240021155;19,480933;31,95543336;52,41790632;85,98340295;141,0423671;c(1284832.35277855, 4442868.56255602)
423;IT;IT069L1;Gela;143890,98;578224356,4;76282;0;12,6986298;1;1,662460641;2,763775384;4,594667799;7,638454376;21,11097218;35,09616035;58,34598525;96,99790407;161,2551978;c(1241492.23739403, 4458787.78841912)
424;IT;IT522L1;Trapani;126731,4061;507373947,8;116990;0;10,254005;1;1,59286403;2,537215819;4,041439816;6,437464113;16,33323578;26,01662378;41,44094421;66,00978941;105,1446192;c(1081534.98417694, 4566750.11013098)
425;IT;IT501L2;Messina;115949,7046;343819203,8;253145;0;6,9708096;1;1,474540291;2,17426907;3,206047348;4,72744599;10,2787396;15,15641568;22,34874559;32,95412583;48,5921863;c(1342440.91501893, 4586546.81796006)
426;IT;IT056L1;Acireale;49213,94092;60282377,49;63951;0;13,8689706;1;1,692033064;2,86297589;4,844249867;8,196630946;23,46675678;39,70652838;67,18475887;113,6788334;192,3483448;c(1315288.13788113, 4520798.57236844)
427;IT;IT048L2;Cosenza;267030,6512;924954463,2;190266;0;8,0405786;1;1,517251098;2,302050895;3,492789249;5,299438325;12,19957674;18,50982121;28,08404656;42,61055048;64,65090452;c(1389446.92094997, 4710228.37945357)
428;IT;IT037L1;Lecce;169892,9817;614372755;236855;0;7,206537;1;1,484380784;2,203386313;3,270664303;4,854911242;10,69724498;15,87878489;23,57016317;34,98709729;51,93417492;c(1538272.0466277, 4828881.24208599)
429;IT;IT521L1;Brindisi;213132,0329;638192109,8;158339;0;8,8140183;1;1,545378229;2,388193869;3,690662811;5,703469957;13,62099199;21,04958446;32,52956955;50,27048857;77,68691857;c(1515095.69167551, 4860654.4972426)
430;IT;IT525L0;Trani;68396,40376;104072149,6;53917;0;15,1044542;1;1,72115906;2,962388511;5,098741827;8,775745692;25,99716822;44,74526162;77,01371245;132,552849;228,144537;c(1377738.46149451, 4931319.07891992)
431;IT;IT065L0;Bisceglie;46471,87021;69669643,1;53133;0;15,2154825;1;1,723681997;2,971079625;5,121196461;8,827314141;26,22665319;45,20640994;77,92147494;134,3118435;231,5109066;c(1385302.39344905, 4927781.80641021)
432;IT;IT038L1;Barletta;93721,69543;150208219,8;92081;0;11,5580051;1;1,63146055;2,661663526;4,342399039;7,084452725;18,85642942;30,76352071;50,18947041;81,88214099;133,5874828;c(1365567.46300801, 4936419.07332176)
433;IT;IT524L0;Andria;113110,1598;399577693,3;99840;0;11,0998117;1;1,618315233;2,618944193;4,238277283;6,858868688;17,96299432;29,06978734;47,04407968;76,13215077;123,2058193;c(1368108.44783494, 4926114.50304418)
434;IT;IT067L0;Cerignola;164587,9327;589585053,7;58497;0;14,5011051;1;1,70718356;2,914475708;4,975545016;8,494168654;24,7560482;42,26311851;72,15090112;123,1748323;210,2820487;c(1334786.14801757, 4930301.36062209)
435;IT;IT054L1;Matera;184480,1889;779075827,9;76877;0;12,6493929;1;1,661169454;2,759483955;4,583970455;7,614751698;21,01278513;34,90579681;57,98444343;96,32198623;160,0071413;c(1401158.73375772, 4863788.50483886)
436;IT;IT061L0;Altamura;128228,4043;427382188,2;70550;0;13,2044218;1;1,67549786;2,80729308;4,703613548;7,880894435;22,12398041;37,06868183;62,10849709;104,062654;174,3567541;c(1394969.19708946, 4881791.09428486)
437;IT;IT064L1;Battipaglia;49136,41796;64961627,62;64289;0;13,8324644;1;1,691141364;2,859959115;4,836595159;8,179366137;23,39265274;39,56028267;66,90203041;113,140791;191,3370717;c(1265338.89361481, 4857219.21790775)
438;IT;IT057L2;Avellino;161495,5795;397401148,1;153113;0;8,9631748;1;1,550573555;2,404278349;3,728010426;5,780554379;13,89806174;21,54996699;33,41480893;51,81211906;80,33850163;c(1245885.89743498, 4891316.15368714)
439;IT;IT513L3;Latina;186305,949;665569618,9;188769;0;8,0723979;1;1,518450056;2,305690572;3,501075977;5,316209012;12,257533;18,61245166;28,26207826;42,9145543;65,16360737;c(1080825.60702066, 4952786.33194423)
440;IT;IT515L2;Terni;242098,4267;1023650465;171877;0;8,4597789;1;1,532751687;2,349327735;3,600936049;5,519340805;12,96674043;19,87479327;30,46312292;46,69240306;71,56785957;c(1047968.45481788, 5073574.38131018)
441;IT;IT520L1;Grosseto;249297,261;1195541497;97680;0;11,2218658;1;1,621858698;2,630425636;4,266178697;6,919139027;18,20028068;29,51828352;47,87448487;77,6456497;125,9302723;c(919185.252740075, 5095709.63238314)
442;IT;IT504L3;Livorno;89958,34143;259509389,1;176268;0;8,3537439;1;1,52888997;2,337504541;3,573787249;5,463927481;12,7719553;19,52691436;29,85450352;45,644251;69,78503756;c(845561.406490628, 5182462.84093268)
443;IT;IT041L2;Pisa;114863,6718;478686385,5;196140;0;7,9192638;1;1,512644812;2,288094328;3,461074015;5,235375653;11,97903334;18,12002263;27,40915823;41,460321;62,71473947;c(851742.81993686, 5200307.72208034)
444;IT;IT502L2;Prato;127530,5702;409547377,3;281882;0;6,6059339;1;1,458770072;2,128010124;3,104277483;4,528427089;9,636538693;14,05749425;20,5066519;29,91449008;43,63836286;c(907174.529168245, 5218345.40128403)
445;IT;IT519L1;Arezzo;185707,0917;884528908,5;151719;0;9,0042576;1;1,551992371;2,408680321;3,738253483;5,801740887;13,9745391;21,68837807;33,66019732;52,24036945;81,07665487;c(975599.798342768, 5173070.82790898)
446;IT;IT039L2;Pesaro;105052,5837;256184309,7;120235;0;10,1146869;1;1,588511958;2,523370242;4,008403805;6,367397378;16,06730106;25,52309988;40,54374937;64,40423072;102,3068907;c(1055303.47439547, 5221581.47269489)
447;IT;IT508L3;Rimini;136787,1598;325973277,5;245401;0;7,0799425;1;1,479128641;2,187821536;3,236069495;4,786563074;10,47214578;15,48965075;22,91118606;33,8885915;50,12558629;c(1025311.23817281, 5238081.33328588)
448;IT;IT512L3;Forlì;178349,7099;726324266,3;171649;0;8,4653956;1;1,53295516;2,349951522;3,602370311;5,522272156;12,97707186;19,89326927;30,49548977;46,74821839;71,66292259;c(980550.720466914, 5255890.24996935)
449;IT;IT506L2;Ravenna;190635,8874;811529940,3;181572;0;8,2308267;1;1,524364028;2,323685689;3,542142875;5,39951518;12,54677615;19,12585422;29,15476418;44,44247374;67,74650827;c(991633.420611679, 5276947.90422727)
450;IT;IT036L2;La Spezia;180957,1267;430684760,7;195306;0;7,9361543;1;1,513289507;2,290045133;3,46550127;5,24430671;12,00969906;18,17415157;27,50275287;41,61962733;62,98254534;c(801508.748299225, 5243091.19358404)
451;IT;IT047L1;Massa;53625,33147;111647228;78299;0;12,5340028;1;1,658127636;2,749387258;4,558834995;7,559130294;20,78297651;34,46082772;57,1404508;94,74616062;157,1012273;c(827655.979859369, 5235413.76442287)
452;IT;IT073L1;Sassuolo;101232,5068;240149795,4;98014;0;11,2027293;1;1,621305172;2,62863046;4,261812158;6,909698093;18,16304287;29,44783534;47,74392773;77,40747695;125,5011427;c(875298.164143752, 5290287.57775572)
453;IT;IT042L1;Treviso;131772,715;240693638,6;198752;0;7,8670542;1;1,510645038;2,282048432;3,447365141;5,207745045;11,88432641;17,95299873;27,12060845;40,96961259;61,89054198;c(981755.895502896, 5412497.58795007)
454;IT;IT058L2;Pordenone;133655,6964;370270089,8;143560;0;9,2565931;1;1,560595083;2,435457015;3,800762243;5,93145087;14,44579363;22,54403451;35,18210942;54,90502699;85,68451519;c(1011732.61470356, 5443440.59758489)
455;IT;IT035L2;Udine;203601,7521;718697978,5;235562;0;7,2262882;1;1,485193555;2,205799897;3,276039791;4,865553185;10,73243671;15,93974584;23,6736078;35,15988974;52,21924164;c(1056397.28018776, 5455195.78118607)
456;IT;IT514L2;Vicenza;143308,8581;349800756,7;231661;0;7,2868769;1;1,48767576;2,213179166;3,292492998;4,898162022;10,84051014;16,12716416;23,9919912;35,69230373;53,09857507;c(926664.844467348, 5399849.83185861)
457;IT;IT034L1;Bolzano;218149,3209;1067342274;198383;0;7,8743673;1;1,510925789;2,28289674;3,449287559;5,211617527;11,89758466;17,9763675;27,16095725;41,03819077;62,00566077;c(901919.35896122, 5502103.21050803)
458;CH;CH002L2;Genève;228405,0368;538322097,4;598689;0;4,5328073;1;1,352924157;1,830403776;2,476397486;3,350377982;6,132544508;8,296867611;11,22503262;15,1866178;20,54634209;c(489832.757030306, 5470003.56086706)
459;CH;CH005L2;Lausanne;233927,6562;774470541,8;426485;0;5,370516;1;1,399597646;1,958873569;2,741634836;3,837185661;7,516561573;10,52016188;14,7239938;20,60766705;28,84244229;c(526619.765208115, 5504510.07344557)
460;CH;CH004L2;Bern;253040,8052;782191417,4;422447;1;5,3961223;1;1,400929744;1,962604149;2,749470529;3,851815046;7,55958819;10,59045195;14,83647915;20,78486494;29,11813553;c(588749.307552483, 5550291.19232033)
461;CH;CH010L1;Biel/Bienne;69352,35641;90876051,22;99749;0;11,1048736;1;1,61846281;2,619421866;4,239436874;6,861370914;17,972825;29,08834886;47,07841082;76,19465705;123,3182187;c(571351.999369692, 5570217.3225405)
462;CH;CH003L2;Basel;200449,3203;695147017,5;551486;0;4,7228119;1;1,364080907;1,860716721;2,538168152;3,462266715;6,442297568;8,78781511;11,98729081;16,35163451;22,30495244;c(595179.220204962, 5615427.4305053)
463;CH;CH008L2;Luzern;131594,2172;291886392,5;231910;0;7,2829639;1;1,487515952;2,212703707;3,291432062;4,896057697;10,83352502;16,11504128;23,97138097;35,65781158;53,04156354;c(655296.442263466, 5561066.98180229)
464;CH;CH001L2;Zürich;356372,2361;1276341519;1370808;0;2,9955708;1;1,245362879;1,5509287;1,93146903;2,405379832;3,730572615;4,645916651;5,785852135;7,205485471;8,973444129;c(671435.90037337, 5595265.58682347)
465;CH;CH006L1;Winterthur;92056,10607;133757097,2;144615;0;9,2227668;1;1,559452838;2,431893155;3,792422683;5,914104317;14,3824698;22,42878336;34,97662987;54,54440472;85,05942675;c(685187.295614582, 5609202.60593588)
466;CH;CH007L2;St. Gallen;183274,8281;317845507,4;169032;0;8,5306757;1;1,535312148;2,357183393;3,619012299;5,556313547;13,09725002;20,10836706;30,87262023;47,3991089;72,77242771;c(736758.965668845, 5601073.52402046)
467;FR;FR304L1;Melun;166891,8579;449679464,1;138241;0;9,4329919;1;1,566498173;2,453916526;3,844055754;6,021706315;14,77676464;23,14777481;36,26094694;56,80270713;88,98133694;c(206201.424354183, 5719725.74187343)
468;HR;HR006L1;Pula - Pola;241824,2766;594819004,2;86047;0;11,9563888;1;1,642555323;2,697987989;4,431594534;7,279139191;19,63903011;32,25819345;52,98586737;87,03221849;142,9552338;c(1119618.27650656, 5326165.02970751)
469;HR;HR002L2;Rijeka;316502,9281;1073226225;202886;0;7,7864923;1;1,507538359;2,272671902;3,426140069;5,165037576;11,73843578;17,6961422;26,67761316;40,21752516;60,62946187;c(1162315.62062931, 5375682.26879369)
470;HR;HR001L2;Grad Zagreb;678974,0462;5058614391;1218791;1;3,176898;1;1,260087361;1,587820157;2,000792112;2,521172852;4,003169074;5,044342754;6,356312548;8,009509104;10,09268119;c(1279009.18550332, 5426936.74776334)
471;HR;HR004L2;Osijek;394363,4559;1730216127;171700;0;8,4641383;1;1,53290962;2,349811904;3,602049274;5,521615986;12,97475898;19,88913286;30,4882431;46,73572115;71,64163658;c(1500756.95410615, 5400855.09397545)
472;HR;HR003L2;Slavonski Brod;237358,8946;977540096,4;99153;0;11,1381989;1;1,619433032;2,622563345;4,24706571;6,8778385;18,03756714;29,21063205;47,30466243;76,60673291;124,0594737;c(1451986.02024348, 5356968.4105305)
473;HR;HR007L1;Zadar;587713,7156;1570140857;119412;0;10,1494828;1;1,589603397;2,526838959;4,016671792;6,384915124;16,13365228;25,64610847;40,76714114;64,80358603;103,0120005;c(1241763.49471517, 5243896.38998792)
474;HR;HR005L2;Split;559145,5349;3397263915;357115;0;5,8689965;1;1,424665049;2,029670503;2,891600628;4,119562351;8,361354189;11,91212908;16,97079396;24,17769702;34,44511992;c(1349076.33983884, 5177743.36265101)
475;BA;BA002L1;Banja Luka;438613,3885;2750908667;281799;0;6,6069067;1;1,458813033;2,128135465;3,104551752;4,528960556;9,638241578;14,06039243;20,51148372;29,92241977;43,65121594;c(1392003.13846035, 5315476.4986492)
476;BA;BA004L1;Tuzla;205246,0416;1122958566;244173;0;7,0977235;1;1,479870849;2,19001773;3,240943398;4,796177658;10,50371411;15,54414032;23,00332013;34,0419429;50,37767894;c(1517103.71357255, 5289481.28915938)
477;BA;BA005L1;Zenica;181756,2885;865464050,2;153030;0;8,9656051;1;1,550657634;2,404539097;3,728616907;5,781808271;13,90258404;21,55814808;33,42930689;51,83740992;80,38207541;c(1458737.55466952, 5253348.64420902)
