"dist_km","country_2","mean.x","med.x","lower.x","upper.x","std.x"
0.7,"XK",0.790461333333333,0.766257,0.7360165,0.832804,0.0990313458978183
0.8,"AL",0.67212875,0.829031,0.6274115,0.87374825,0.404902878416849
0.8,"AT",0.635749,0.62136,0.528171,0.75897975,0.167355120097355
0.8,"BA",0.6778732,0.633109,0.625237,0.82707,0.181587590414929
0.8,"BE",0.737219181818182,0.817699,0.6262665,0.838009,0.148150731479678
0.8,"BG",0.792116235294118,0.841653,0.811889,0.856684,0.14680592782545
0.8,"CH",0.7621515,0.8012625,0.7417605,0.848936,0.134573884572544
0.8,"CY",0.7733915,0.7733915,0.75912925,0.78765375,0.0403397347599114
0.8,"CZ",0.723955866666667,0.744524,0.6862865,0.81511,0.119194930118613
0.8,"DE",0.687432614583333,0.710894,0.60069775,0.825884,0.166563182831234
0.8,"DK",0.62012075,0.648192,0.5923535,0.67595925,0.104878920361768
0.8,"EE",0.792085333333333,0.812389,0.771351,0.8229715,0.0545330650186961
0.8,"EL",0.765970888888889,0.848874,0.773132,0.874649,0.241716297317974
0.8,"ES",0.780205726027397,0.834385,0.710473,0.888714,0.164232727997012
0.8,"FI",0.678279714285714,0.771091,0.651033,0.790131,0.201137062389236
0.8,"FR",0.746627024096386,0.77802,0.682503,0.8492475,0.151311169518312
0.8,"HR",0.677822571428571,0.740714,0.681039,0.773196,0.184410936456109
0.8,"HU",0.796987894736842,0.797893,0.730132,0.840641,0.0799091962228898
0.8,"IE",0.6438628,0.75238,0.469583,0.7936,0.190740327397486
0.8,"IS",0.697806,0.697806,0.697806,0.697806,NA
0.8,"IT",0.806030547619048,0.8590815,0.75630275,0.89248,0.134454452016726
0.8,"LT",0.802226666666667,0.800215,0.747509,0.8596215,0.0643532449490053
0.8,"LU",0.600537,0.600537,0.600537,0.600537,NA
0.8,"LV",0.69236625,0.7650735,0.62363075,0.833809,0.252250761742325
0.8,"ME",0.839945,0.839945,0.839945,0.839945,NA
0.8,"MK",0.78294,0.8435485,0.742961,0.8835275,0.166556905488785
0.8,"MT",0.507565,0.507565,0.507565,0.507565,NA
0.8,"NL",0.714314685714286,0.741371,0.624926,0.8074905,0.138328614098877
0.8,"NO",0.6664645,0.6715705,0.546413,0.83910825,0.202302804909621
0.8,"PL",0.774757275862069,0.815788,0.74863375,0.8679285,0.156928796522812
0.8,"PT",0.7869175,0.8028445,0.76328075,0.8790625,0.137296664139771
0.8,"RO",0.804031971428571,0.866644,0.7371775,0.8930915,0.140865013944616
0.8,"RS",0.803493214285714,0.818342,0.76294975,0.87457775,0.0913423830458184
0.8,"SE",0.6662105,0.682427,0.61521525,0.78826575,0.209783741473105
0.8,"SI",0.6081635,0.6081635,0.56480975,0.65151725,0.122622922459465
0.8,"SK",0.74973375,0.7427885,0.667217,0.848508,0.110376135391345
0.8,"TR",0.729173302631579,0.774485,0.6548065,0.85560125,0.179338763473899
0.8,"UK",0.475840617021277,0.469191,0.3244615,0.6148655,0.218115710501535
0.8,"XK",0.760878666666667,0.733241,0.698832,0.8091065,0.112842127835013
0.9,"AL",0.6720655,0.8076915,0.62166075,0.85809625,0.375150124032589
0.9,"AT",0.6003605,0.574194,0.46919275,0.7289345,0.173701714446058
0.9,"BA",0.63787,0.587842,0.57872,0.805453,0.204294886222098
0.9,"BE",0.708737272727273,0.795505,0.5829105,0.8177595,0.160115287119057
0.9,"BG",0.773594823529412,0.821859,0.789499,0.839629,0.142349882482053
0.9,"CH",0.7410061,0.776452,0.709727,0.8300525,0.132432612439056
0.9,"CY",0.7452615,0.7452615,0.72928275,0.76124025,0.0451947299195381
0.9,"CZ",0.693694866666667,0.712589,0.6472365,0.7919985,0.125023906638386
0.9,"DE",0.657216375,0.677716,0.55083225,0.805111,0.171121781952857
0.9,"DK",0.59444075,0.6045445,0.56348325,0.635502,0.0781178791714803
0.9,"EE",0.766492,0.789531,0.7433635,0.80114,0.0611246316389719
0.9,"EL",0.749891777777778,0.829983,0.744773,0.85898,0.234588956574994
0.9,"ES",0.758045356164384,0.815072,0.674282,0.875132,0.171527082490668
0.9,"FI",0.656459571428571,0.742806,0.607412,0.7641945,0.182398132959064
0.9,"FR",0.720604289156627,0.750601,0.6429805,0.830833,0.158735751473685
0.9,"HR",0.658324428571429,0.708303,0.641169,0.7454395,0.156133910014083
0.9,"HU",0.771103736842105,0.772629,0.693916,0.820721,0.090634080663734
0.9,"IE",0.6221838,0.721491,0.516814,0.768394,0.193753413214323
0.9,"IS",0.660626,0.660626,0.660626,0.660626,NA
0.9,"IT",0.786156642857143,0.841467,0.72588875,0.87904075,0.141507959495463
0.9,"LT",0.777669333333333,0.775703,0.7160965,0.8422035,0.0723892950833662
0.9,"LU",0.550604,0.550604,0.550604,0.550604,NA
0.9,"LV",0.676585,0.7359035,0.599207,0.8132815,0.241180756182301
0.9,"ME",0.819938,0.819938,0.819938,0.819938,NA
0.9,"MK",0.75992525,0.8241565,0.71485075,0.869231,0.17965281457926
0.9,"MT",0.446339,0.446339,0.446339,0.446339,NA
0.9,"NL",0.688849171428571,0.709043,0.5780425,0.783427,0.138550371595758
0.9,"NO",0.632477833333333,0.631111,0.4897305,0.81952475,0.215270824738901
0.9,"PL",0.751400327586207,0.787547,0.717229,0.851507,0.159226246211295
0.9,"PT",0.768919333333333,0.7783645,0.7378125,0.86447275,0.138196237468407
0.9,"RO",0.780069857142857,0.850303,0.7043565,0.87976,0.157578604778348
0.9,"RS",0.787295357142857,0.796064,0.73331875,0.858948,0.0860154134922762
0.9,"SE",0.638742166666667,0.6427625,0.56756325,0.761799,0.201764890897947
0.9,"SI",0.5596455,0.5596455,0.51107125,0.60821975,0.137388726264203
0.9,"SK",0.7185405,0.7106375,0.62586575,0.82965325,0.12420323720994
