X;Y;citynumber;cityname;cityfile;country;field_4;field_5
-16.9085061360917;32.6500440678492;246;Funchal;pt004l_funchal;Portugal;1817496.99;1509431.89
23.7966468708194;44.3186044955713;247;Craiova;ro004l_craiova;Roumanie;5416846.15;2457914.44
21.226492522371;45.7510516884712;248;Timisoara;ro003l_timisoara;Roumanie;5191949.19;2581213.84
23.5847650001404;46.768399830191;249;Cluj Napoca;ro002l_cluj_napoca;Roumanie;5353004.48;2723209.48
26.0558316454755;44.4435611052792;250;Bucuresti;ro001l_bucuresti;Roumanie;5590552.05;2507394.79
27.9692646108136;45.2630250848178;251;Braila;ro005l_braila;Roumanie;5718003.87;2630804.43
21.9276231354628;47.0557611796009;252;Oradea;ro006l_oradea;Roumanie;5223505.18;2733094.45
26.9122982027587;46.5619734238555;253;Bacau;ro007l_bacau;Roumanie;5606255.18;2752785.12
21.3192320523748;46.1754838929686;254;Arad;ro008l_arad;Roumanie;5192223.1;2628996.98
24.1507762933914;45.7968867543103;255;Sibiu;ro009l_sibiu;Roumanie;5415085.13;2624925.74
26.3686468038827;46.9337374210182;256;Piatra Neamt;ro011l_piatra_neamt;Roumanie;5556983.94;2783982.92
27.3324930780064;44.1912858832635;257;Calarasi;ro012l_calarasi;Roumanie;5695604.44;2502596.46
25.9661248970802;43.8952905271664;258;Giurgiu;ro013l_giurgiu;Roumanie;5595792.06;2446127.65
23.5780790613314;46.0729738409623;259;Alba Iulia;ro014l_alba_iulia;Roumanie;5366038.62;2646906.52
24.5572749722915;46.5424297469516;260;Targu Mures;ro010l_targu_mures;Roumanie;5430554.92;2712536.42
14.1653997545011;57.7825100644108;261;Jonkoping;se004l_jonkoping;Suede;4568982.5;3860636.42
13.0013796529706;55.6064000332097;262;Malmo;se003l_malmo;Suede;4510205.97;3615260.99
15.2125040877288;59.2727508194117;263;Orebro;se008l_orebro;Suede;4618545.48;4030021.25
20.2541903297199;63.8293917037879;264;Umea;se005l_umea;Suede;4826482;4562104.62
15.6177821532291;58.4102635063346;265;Linkoping;se007l_linkoping;Suede;4649543.74;3936168.01
11.9668191115025;57.7071135608021;266;Goteborg;se002l_goteborg;Suede;4438392.74;3846636.67
17.6488080241911;59.8584088000974;267;Uppsala;se006l_uppsala;Suede;4749723.23;4107337.74
18.0543456635532;59.3274505855024;268;Stockholm;se001l_stockholm;Suede;4779373.08;4051193.74
14.5069922652085;46.0498984949948;269;Ljubljana;si001l_ljubljana;Slovénie;4669999.88;2559122.85
15.6497549353599;46.562547521535;270;Maribor;si002l_maribor;Slovénie;4754157.56;2621955.28
21.2399531835328;48.9973433343884;271;Presov;sk005l_presov;Slovaquie;5140057.52;2938714.51
19.1568910006444;48.7384502794439;272;Banska Bystrica;sk003l_banska_bystrica;Slovaquie;4992769;2889045.45
21.2343631670106;48.7163617470258;273;Kosice;sk002l_kosice;Slovaquie;5144308.72;2907709.79
17.1094576819052;48.1441819724808;274;Bratislava;sk001l_bratislava;Slovaquie;4849389.48;2806639.91
